Fecha;Franja_horaria;Servicio;Cantidad_de_personas
13/9/2025;15:00;RETENCION CABLE;1
13/9/2025;15:30;RETENCION CABLE;1
13/9/2025;16:00;RETENCION CABLE;2
13/9/2025;16:30;RETENCION CABLE;2
13/9/2025;17:00;RETENCION CABLE;2
13/9/2025;17:30;RETENCION CABLE;2
13/9/2025;18:00;RETENCION CABLE;2
13/9/2025;18:30;RETENCION CABLE;2
13/9/2025;19:00;RETENCION CABLE;2
13/9/2025;19:30;RETENCION CABLE;2
13/9/2025;20:00;RETENCION CABLE;2
13/9/2025;20:30;RETENCION CABLE;2
13/9/2025;21:00;RETENCION CABLE;0
13/9/2025;21:30;RETENCION CABLE;0
13/9/2025;22:00;RETENCION CABLE;0
13/9/2025;22:30;RETENCION CABLE;0
13/9/2025;23:00;RETENCION CABLE;0
13/9/2025;23:30;RETENCION CABLE;0
14/9/2025;00:00;RETENCION CABLE;0
14/9/2025;00:30;RETENCION CABLE;0
14/9/2025;01:00;RETENCION CABLE;0
14/9/2025;01:30;RETENCION CABLE;0
14/9/2025;02:00;RETENCION CABLE;0
14/9/2025;02:30;RETENCION CABLE;0
14/9/2025;03:00;RETENCION CABLE;0
14/9/2025;03:30;RETENCION CABLE;0
14/9/2025;04:00;RETENCION CABLE;0
14/9/2025;04:30;RETENCION CABLE;0
14/9/2025;05:00;RETENCION CABLE;0
14/9/2025;05:30;RETENCION CABLE;0
14/9/2025;06:00;RETENCION CABLE;0
14/9/2025;06:30;RETENCION CABLE;0
14/9/2025;07:00;RETENCION CABLE;0
14/9/2025;07:30;RETENCION CABLE;0
14/9/2025;08:00;RETENCION CABLE;3
14/9/2025;08:30;RETENCION CABLE;3
14/9/2025;09:00;RETENCION CABLE;6
14/9/2025;09:30;RETENCION CABLE;6
14/9/2025;10:00;RETENCION CABLE;6
14/9/2025;10:30;RETENCION CABLE;6
14/9/2025;11:00;RETENCION CABLE;6
14/9/2025;11:30;RETENCION CABLE;6
14/9/2025;12:00;RETENCION CABLE;6
14/9/2025;12:30;RETENCION CABLE;6
14/9/2025;13:00;RETENCION CABLE;6
14/9/2025;13:30;RETENCION CABLE;6
14/9/2025;14:00;RETENCION CABLE;4
14/9/2025;14:30;RETENCION CABLE;4
14/9/2025;15:00;RETENCION CABLE;1
14/9/2025;15:30;RETENCION CABLE;1
14/9/2025;16:00;RETENCION CABLE;2
14/9/2025;16:30;RETENCION CABLE;2
14/9/2025;17:00;RETENCION CABLE;2
14/9/2025;17:30;RETENCION CABLE;2
14/9/2025;18:00;RETENCION CABLE;2
14/9/2025;18:30;RETENCION CABLE;2
14/9/2025;19:00;RETENCION CABLE;2
14/9/2025;19:30;RETENCION CABLE;2
14/9/2025;20:00;RETENCION CABLE;2
14/9/2025;20:30;RETENCION CABLE;2
14/9/2025;21:00;RETENCION CABLE;0
14/9/2025;21:30;RETENCION CABLE;0
14/9/2025;22:00;RETENCION CABLE;0
14/9/2025;22:30;RETENCION CABLE;0
14/9/2025;23:00;RETENCION CABLE;0
14/9/2025;23:30;RETENCION CABLE;0
15/9/2025;00:00;RETENCION CABLE;0
15/9/2025;00:30;RETENCION CABLE;0
15/9/2025;01:00;RETENCION CABLE;0
15/9/2025;01:30;RETENCION CABLE;0
15/9/2025;02:00;RETENCION CABLE;0
15/9/2025;02:30;RETENCION CABLE;0
15/9/2025;03:00;RETENCION CABLE;0
15/9/2025;03:30;RETENCION CABLE;0
15/9/2025;04:00;RETENCION CABLE;0
15/9/2025;04:30;RETENCION CABLE;0
15/9/2025;05:00;RETENCION CABLE;0
15/9/2025;05:30;RETENCION CABLE;0
15/9/2025;06:00;RETENCION CABLE;0
15/9/2025;06:30;RETENCION CABLE;0
15/9/2025;07:00;RETENCION CABLE;0
15/9/2025;07:30;RETENCION CABLE;0
15/9/2025;08:00;RETENCION CABLE;9
15/9/2025;08:30;RETENCION CABLE;17
15/9/2025;09:00;RETENCION CABLE;12
15/9/2025;09:30;RETENCION CABLE;12
15/9/2025;10:00;RETENCION CABLE;12
15/9/2025;10:30;RETENCION CABLE;12
15/9/2025;11:00;RETENCION CABLE;12
15/9/2025;11:30;RETENCION CABLE;12
15/9/2025;12:00;RETENCION CABLE;12
15/9/2025;12:30;RETENCION CABLE;12
15/9/2025;13:00;RETENCION CABLE;12
15/9/2025;13:30;RETENCION CABLE;12
15/9/2025;14:00;RETENCION CABLE;4
15/9/2025;14:30;RETENCION CABLE;5
15/9/2025;15:00;RETENCION CABLE;5
15/9/2025;15:30;RETENCION CABLE;5
15/9/2025;16:00;RETENCION CABLE;6
15/9/2025;16:30;RETENCION CABLE;6
15/9/2025;17:00;RETENCION CABLE;6
15/9/2025;17:30;RETENCION CABLE;6
15/9/2025;18:00;RETENCION CABLE;6
15/9/2025;18:30;RETENCION CABLE;6
15/9/2025;19:00;RETENCION CABLE;5
15/9/2025;19:30;RETENCION CABLE;5
15/9/2025;20:00;RETENCION CABLE;6
15/9/2025;20:30;RETENCION CABLE;6
15/9/2025;21:00;RETENCION CABLE;14
15/9/2025;21:30;RETENCION CABLE;14
15/9/2025;22:00;RETENCION CABLE;0
15/9/2025;22:30;RETENCION CABLE;0
15/9/2025;23:00;RETENCION CABLE;0
15/9/2025;23:30;RETENCION CABLE;0
16/9/2025;00:00;RETENCION CABLE;0
16/9/2025;00:30;RETENCION CABLE;0
16/9/2025;01:00;RETENCION CABLE;0
16/9/2025;01:30;RETENCION CABLE;0
16/9/2025;02:00;RETENCION CABLE;0
16/9/2025;02:30;RETENCION CABLE;0
16/9/2025;03:00;RETENCION CABLE;0
16/9/2025;03:30;RETENCION CABLE;0
16/9/2025;04:00;RETENCION CABLE;0
16/9/2025;04:30;RETENCION CABLE;0
16/9/2025;05:00;RETENCION CABLE;0
16/9/2025;05:30;RETENCION CABLE;0
16/9/2025;06:00;RETENCION CABLE;0
16/9/2025;06:30;RETENCION CABLE;0
16/9/2025;07:00;RETENCION CABLE;0
16/9/2025;07:30;RETENCION CABLE;0
16/9/2025;08:00;RETENCION CABLE;9
16/9/2025;08:30;RETENCION CABLE;17
16/9/2025;09:00;RETENCION CABLE;12
16/9/2025;09:30;RETENCION CABLE;12
16/9/2025;10:00;RETENCION CABLE;12
16/9/2025;10:30;RETENCION CABLE;12
16/9/2025;11:00;RETENCION CABLE;12
16/9/2025;11:30;RETENCION CABLE;12
16/9/2025;12:00;RETENCION CABLE;12
16/9/2025;12:30;RETENCION CABLE;12
16/9/2025;13:00;RETENCION CABLE;12
16/9/2025;13:30;RETENCION CABLE;12
16/9/2025;14:00;RETENCION CABLE;5
16/9/2025;14:30;RETENCION CABLE;5
16/9/2025;15:00;RETENCION CABLE;5
16/9/2025;15:30;RETENCION CABLE;5
16/9/2025;16:00;RETENCION CABLE;4
16/9/2025;16:30;RETENCION CABLE;4
16/9/2025;17:00;RETENCION CABLE;4
16/9/2025;17:30;RETENCION CABLE;4
16/9/2025;18:00;RETENCION CABLE;4
16/9/2025;18:30;RETENCION CABLE;4
16/9/2025;19:00;RETENCION CABLE;4
16/9/2025;19:30;RETENCION CABLE;4
16/9/2025;20:00;RETENCION CABLE;5
16/9/2025;20:30;RETENCION CABLE;4
16/9/2025;21:00;RETENCION CABLE;16
16/9/2025;21:30;RETENCION CABLE;16
16/9/2025;22:00;RETENCION CABLE;0
16/9/2025;22:30;RETENCION CABLE;0
16/9/2025;23:00;RETENCION CABLE;0
16/9/2025;23:30;RETENCION CABLE;0
17/9/2025;00:00;RETENCION CABLE;0
17/9/2025;00:30;RETENCION CABLE;0
17/9/2025;01:00;RETENCION CABLE;0
17/9/2025;01:30;RETENCION CABLE;0
17/9/2025;02:00;RETENCION CABLE;0
17/9/2025;02:30;RETENCION CABLE;0
17/9/2025;03:00;RETENCION CABLE;0
17/9/2025;03:30;RETENCION CABLE;0
17/9/2025;04:00;RETENCION CABLE;0
17/9/2025;04:30;RETENCION CABLE;0
17/9/2025;05:00;RETENCION CABLE;0
17/9/2025;05:30;RETENCION CABLE;0
17/9/2025;06:00;RETENCION CABLE;0
17/9/2025;06:30;RETENCION CABLE;0
17/9/2025;07:00;RETENCION CABLE;0
17/9/2025;07:30;RETENCION CABLE;0
17/9/2025;08:00;RETENCION CABLE;9
17/9/2025;08:30;RETENCION CABLE;18
17/9/2025;09:00;RETENCION CABLE;10
17/9/2025;09:30;RETENCION CABLE;11
17/9/2025;10:00;RETENCION CABLE;11
17/9/2025;10:30;RETENCION CABLE;11
17/9/2025;11:00;RETENCION CABLE;11
17/9/2025;11:30;RETENCION CABLE;11
17/9/2025;12:00;RETENCION CABLE;11
17/9/2025;12:30;RETENCION CABLE;11
17/9/2025;13:00;RETENCION CABLE;11
17/9/2025;13:30;RETENCION CABLE;11
17/9/2025;14:00;RETENCION CABLE;6
17/9/2025;14:30;RETENCION CABLE;8
17/9/2025;15:00;RETENCION CABLE;2
17/9/2025;15:30;RETENCION CABLE;3
17/9/2025;16:00;RETENCION CABLE;5
17/9/2025;16:30;RETENCION CABLE;5
17/9/2025;17:00;RETENCION CABLE;5
17/9/2025;17:30;RETENCION CABLE;5
17/9/2025;18:00;RETENCION CABLE;5
17/9/2025;18:30;RETENCION CABLE;5
17/9/2025;19:00;RETENCION CABLE;5
17/9/2025;19:30;RETENCION CABLE;5
17/9/2025;20:00;RETENCION CABLE;6
17/9/2025;20:30;RETENCION CABLE;5
17/9/2025;21:00;RETENCION CABLE;17
17/9/2025;21:30;RETENCION CABLE;17
17/9/2025;22:00;RETENCION CABLE;0
17/9/2025;22:30;RETENCION CABLE;0
17/9/2025;23:00;RETENCION CABLE;0
17/9/2025;23:30;RETENCION CABLE;0
18/9/2025;00:00;RETENCION CABLE;0
18/9/2025;00:30;RETENCION CABLE;0
18/9/2025;01:00;RETENCION CABLE;0
18/9/2025;01:30;RETENCION CABLE;0
18/9/2025;02:00;RETENCION CABLE;0
18/9/2025;02:30;RETENCION CABLE;0
18/9/2025;03:00;RETENCION CABLE;0
18/9/2025;03:30;RETENCION CABLE;0
18/9/2025;04:00;RETENCION CABLE;0
18/9/2025;04:30;RETENCION CABLE;0
18/9/2025;05:00;RETENCION CABLE;0
18/9/2025;05:30;RETENCION CABLE;0
18/9/2025;06:00;RETENCION CABLE;0
18/9/2025;06:30;RETENCION CABLE;0
18/9/2025;07:00;RETENCION CABLE;0
18/9/2025;07:30;RETENCION CABLE;0
18/9/2025;08:00;RETENCION CABLE;9
18/9/2025;08:30;RETENCION CABLE;17
18/9/2025;09:00;RETENCION CABLE;13
18/9/2025;09:30;RETENCION CABLE;13
18/9/2025;10:00;RETENCION CABLE;13
18/9/2025;10:30;RETENCION CABLE;13
18/9/2025;11:00;RETENCION CABLE;13
18/9/2025;11:30;RETENCION CABLE;13
18/9/2025;12:00;RETENCION CABLE;13
18/9/2025;12:30;RETENCION CABLE;13
18/9/2025;13:00;RETENCION CABLE;13
18/9/2025;13:30;RETENCION CABLE;13
18/9/2025;14:00;RETENCION CABLE;8
18/9/2025;14:30;RETENCION CABLE;8
18/9/2025;15:00;RETENCION CABLE;3
18/9/2025;15:30;RETENCION CABLE;3
18/9/2025;16:00;RETENCION CABLE;3
18/9/2025;16:30;RETENCION CABLE;4
18/9/2025;17:00;RETENCION CABLE;4
18/9/2025;17:30;RETENCION CABLE;4
18/9/2025;18:00;RETENCION CABLE;4
18/9/2025;18:30;RETENCION CABLE;4
18/9/2025;19:00;RETENCION CABLE;3
18/9/2025;19:30;RETENCION CABLE;3
18/9/2025;20:00;RETENCION CABLE;4
18/9/2025;20:30;RETENCION CABLE;3
18/9/2025;21:00;RETENCION CABLE;14
18/9/2025;21:30;RETENCION CABLE;14
18/9/2025;22:00;RETENCION CABLE;0
18/9/2025;22:30;RETENCION CABLE;0
18/9/2025;23:00;RETENCION CABLE;0
18/9/2025;23:30;RETENCION CABLE;0
19/9/2025;00:00;RETENCION CABLE;0
19/9/2025;00:30;RETENCION CABLE;0
19/9/2025;01:00;RETENCION CABLE;0
19/9/2025;01:30;RETENCION CABLE;0
19/9/2025;02:00;RETENCION CABLE;0
19/9/2025;02:30;RETENCION CABLE;0
19/9/2025;03:00;RETENCION CABLE;0
19/9/2025;03:30;RETENCION CABLE;0
19/9/2025;04:00;RETENCION CABLE;0
19/9/2025;04:30;RETENCION CABLE;0
19/9/2025;05:00;RETENCION CABLE;0
19/9/2025;05:30;RETENCION CABLE;0
19/9/2025;06:00;RETENCION CABLE;0
19/9/2025;06:30;RETENCION CABLE;0
19/9/2025;07:00;RETENCION CABLE;0
19/9/2025;07:30;RETENCION CABLE;0
19/9/2025;08:00;RETENCION CABLE;1
19/9/2025;08:30;RETENCION CABLE;7
19/9/2025;09:00;RETENCION CABLE;7
19/9/2025;09:30;RETENCION CABLE;7
19/9/2025;10:00;RETENCION CABLE;7
19/9/2025;10:30;RETENCION CABLE;7
19/9/2025;11:00;RETENCION CABLE;7
19/9/2025;11:30;RETENCION CABLE;7
19/9/2025;12:00;RETENCION CABLE;7
19/9/2025;12:30;RETENCION CABLE;7
19/9/2025;13:00;RETENCION CABLE;7
19/9/2025;13:30;RETENCION CABLE;7
19/9/2025;14:00;RETENCION CABLE;5
19/9/2025;14:30;RETENCION CABLE;5
19/9/2025;15:00;RETENCION CABLE;1
19/9/2025;15:30;RETENCION CABLE;1
19/9/2025;16:00;RETENCION CABLE;2
19/9/2025;16:30;RETENCION CABLE;2
19/9/2025;17:00;RETENCION CABLE;2
19/9/2025;17:30;RETENCION CABLE;2
19/9/2025;18:00;RETENCION CABLE;2
19/9/2025;18:30;RETENCION CABLE;2
19/9/2025;19:00;RETENCION CABLE;2
19/9/2025;19:30;RETENCION CABLE;2
19/9/2025;20:00;RETENCION CABLE;3
19/9/2025;20:30;RETENCION CABLE;2
19/9/2025;21:00;RETENCION CABLE;11
19/9/2025;21:30;RETENCION CABLE;11
19/9/2025;22:00;RETENCION CABLE;0
19/9/2025;22:30;RETENCION CABLE;0
19/9/2025;23:00;RETENCION CABLE;0
19/9/2025;23:30;RETENCION CABLE;0
20/9/2025;00:00;RETENCION CABLE;0
20/9/2025;00:30;RETENCION CABLE;0
20/9/2025;01:00;RETENCION CABLE;0
20/9/2025;01:30;RETENCION CABLE;0
20/9/2025;02:00;RETENCION CABLE;0
20/9/2025;02:30;RETENCION CABLE;0
20/9/2025;03:00;RETENCION CABLE;0
20/9/2025;03:30;RETENCION CABLE;0
20/9/2025;04:00;RETENCION CABLE;0
20/9/2025;04:30;RETENCION CABLE;0
20/9/2025;05:00;RETENCION CABLE;0
20/9/2025;05:30;RETENCION CABLE;0
20/9/2025;06:00;RETENCION CABLE;0
20/9/2025;06:30;RETENCION CABLE;0
20/9/2025;07:00;RETENCION CABLE;0
20/9/2025;07:30;RETENCION CABLE;0
20/9/2025;08:00;RETENCION CABLE;3
20/9/2025;08:30;RETENCION CABLE;3
20/9/2025;09:00;RETENCION CABLE;4
20/9/2025;09:30;RETENCION CABLE;4
20/9/2025;10:00;RETENCION CABLE;4
20/9/2025;10:30;RETENCION CABLE;4
20/9/2025;11:00;RETENCION CABLE;4
20/9/2025;11:30;RETENCION CABLE;4
20/9/2025;12:00;RETENCION CABLE;4
20/9/2025;12:30;RETENCION CABLE;4
20/9/2025;13:00;RETENCION CABLE;4
20/9/2025;13:30;RETENCION CABLE;4
20/9/2025;14:00;RETENCION CABLE;2
20/9/2025;14:30;RETENCION CABLE;2
20/9/2025;15:00;RETENCION CABLE;1
20/9/2025;15:30;RETENCION CABLE;1
20/9/2025;16:00;RETENCION CABLE;2
20/9/2025;16:30;RETENCION CABLE;2
20/9/2025;17:00;RETENCION CABLE;2
20/9/2025;17:30;RETENCION CABLE;2
20/9/2025;18:00;RETENCION CABLE;2
20/9/2025;18:30;RETENCION CABLE;2
20/9/2025;19:00;RETENCION CABLE;2
20/9/2025;19:30;RETENCION CABLE;2
20/9/2025;20:00;RETENCION CABLE;2
20/9/2025;20:30;RETENCION CABLE;2
20/9/2025;21:00;RETENCION CABLE;0
20/9/2025;21:30;RETENCION CABLE;0
20/9/2025;22:00;RETENCION CABLE;0
20/9/2025;22:30;RETENCION CABLE;0
20/9/2025;23:00;RETENCION CABLE;0
20/9/2025;23:30;RETENCION CABLE;0
21/9/2025;00:00;RETENCION CABLE;0
21/9/2025;00:30;RETENCION CABLE;0
21/9/2025;01:00;RETENCION CABLE;0
21/9/2025;01:30;RETENCION CABLE;0
21/9/2025;02:00;RETENCION CABLE;0
21/9/2025;02:30;RETENCION CABLE;0
21/9/2025;03:00;RETENCION CABLE;0
21/9/2025;03:30;RETENCION CABLE;0
21/9/2025;04:00;RETENCION CABLE;0
21/9/2025;04:30;RETENCION CABLE;0
21/9/2025;05:00;RETENCION CABLE;0
21/9/2025;05:30;RETENCION CABLE;0
21/9/2025;06:00;RETENCION CABLE;0
21/9/2025;06:30;RETENCION CABLE;0
21/9/2025;07:00;RETENCION CABLE;0
21/9/2025;07:30;RETENCION CABLE;0
21/9/2025;08:00;RETENCION CABLE;3
21/9/2025;08:30;RETENCION CABLE;3
21/9/2025;09:00;RETENCION CABLE;6
21/9/2025;09:30;RETENCION CABLE;6
21/9/2025;10:00;RETENCION CABLE;6
21/9/2025;10:30;RETENCION CABLE;6
21/9/2025;11:00;RETENCION CABLE;6
21/9/2025;11:30;RETENCION CABLE;6
21/9/2025;12:00;RETENCION CABLE;6
21/9/2025;12:30;RETENCION CABLE;6
21/9/2025;13:00;RETENCION CABLE;6
21/9/2025;13:30;RETENCION CABLE;6
21/9/2025;14:00;RETENCION CABLE;4
21/9/2025;14:30;RETENCION CABLE;4
21/9/2025;15:00;RETENCION CABLE;1
21/9/2025;15:30;RETENCION CABLE;1
21/9/2025;16:00;RETENCION CABLE;2
21/9/2025;16:30;RETENCION CABLE;2
21/9/2025;17:00;RETENCION CABLE;2
21/9/2025;17:30;RETENCION CABLE;2
21/9/2025;18:00;RETENCION CABLE;2
21/9/2025;18:30;RETENCION CABLE;2
21/9/2025;19:00;RETENCION CABLE;2
21/9/2025;19:30;RETENCION CABLE;2
21/9/2025;20:00;RETENCION CABLE;2
21/9/2025;20:30;RETENCION CABLE;2
21/9/2025;21:00;RETENCION CABLE;0
21/9/2025;21:30;RETENCION CABLE;0
21/9/2025;22:00;RETENCION CABLE;0
21/9/2025;22:30;RETENCION CABLE;0
21/9/2025;23:00;RETENCION CABLE;0
21/9/2025;23:30;RETENCION CABLE;0
22/9/2025;00:00;RETENCION CABLE;0
22/9/2025;00:30;RETENCION CABLE;0
22/9/2025;01:00;RETENCION CABLE;0
22/9/2025;01:30;RETENCION CABLE;0
22/9/2025;02:00;RETENCION CABLE;0
22/9/2025;02:30;RETENCION CABLE;0
22/9/2025;03:00;RETENCION CABLE;0
22/9/2025;03:30;RETENCION CABLE;0
22/9/2025;04:00;RETENCION CABLE;0
22/9/2025;04:30;RETENCION CABLE;0
22/9/2025;05:00;RETENCION CABLE;0
22/9/2025;05:30;RETENCION CABLE;0
22/9/2025;06:00;RETENCION CABLE;0
22/9/2025;06:30;RETENCION CABLE;0
22/9/2025;07:00;RETENCION CABLE;0
22/9/2025;07:30;RETENCION CABLE;0
22/9/2025;08:00;RETENCION CABLE;9
22/9/2025;08:30;RETENCION CABLE;17
22/9/2025;09:00;RETENCION CABLE;12
22/9/2025;09:30;RETENCION CABLE;12
22/9/2025;10:00;RETENCION CABLE;12
22/9/2025;10:30;RETENCION CABLE;12
22/9/2025;11:00;RETENCION CABLE;12
22/9/2025;11:30;RETENCION CABLE;12
22/9/2025;12:00;RETENCION CABLE;12
22/9/2025;12:30;RETENCION CABLE;12
22/9/2025;13:00;RETENCION CABLE;12
22/9/2025;13:30;RETENCION CABLE;12
22/9/2025;14:00;RETENCION CABLE;4
22/9/2025;14:30;RETENCION CABLE;5
22/9/2025;15:00;RETENCION CABLE;5
22/9/2025;15:30;RETENCION CABLE;5
22/9/2025;16:00;RETENCION CABLE;6
22/9/2025;16:30;RETENCION CABLE;6
22/9/2025;17:00;RETENCION CABLE;6
22/9/2025;17:30;RETENCION CABLE;6
22/9/2025;18:00;RETENCION CABLE;6
22/9/2025;18:30;RETENCION CABLE;6
22/9/2025;19:00;RETENCION CABLE;5
22/9/2025;19:30;RETENCION CABLE;5
22/9/2025;20:00;RETENCION CABLE;6
22/9/2025;20:30;RETENCION CABLE;6
22/9/2025;21:00;RETENCION CABLE;14
22/9/2025;21:30;RETENCION CABLE;14
22/9/2025;22:00;RETENCION CABLE;0
22/9/2025;22:30;RETENCION CABLE;0
22/9/2025;23:00;RETENCION CABLE;0
22/9/2025;23:30;RETENCION CABLE;0
23/9/2025;00:00;RETENCION CABLE;0
23/9/2025;00:30;RETENCION CABLE;0
23/9/2025;01:00;RETENCION CABLE;0
23/9/2025;01:30;RETENCION CABLE;0
23/9/2025;02:00;RETENCION CABLE;0
23/9/2025;02:30;RETENCION CABLE;0
23/9/2025;03:00;RETENCION CABLE;0
23/9/2025;03:30;RETENCION CABLE;0
23/9/2025;04:00;RETENCION CABLE;0
23/9/2025;04:30;RETENCION CABLE;0
23/9/2025;05:00;RETENCION CABLE;0
23/9/2025;05:30;RETENCION CABLE;0
23/9/2025;06:00;RETENCION CABLE;0
23/9/2025;06:30;RETENCION CABLE;0
23/9/2025;07:00;RETENCION CABLE;0
23/9/2025;07:30;RETENCION CABLE;0
23/9/2025;08:00;RETENCION CABLE;9
23/9/2025;08:30;RETENCION CABLE;17
23/9/2025;09:00;RETENCION CABLE;12
23/9/2025;09:30;RETENCION CABLE;12
23/9/2025;10:00;RETENCION CABLE;12
23/9/2025;10:30;RETENCION CABLE;12
23/9/2025;11:00;RETENCION CABLE;12
23/9/2025;11:30;RETENCION CABLE;12
23/9/2025;12:00;RETENCION CABLE;12
23/9/2025;12:30;RETENCION CABLE;12
23/9/2025;13:00;RETENCION CABLE;12
23/9/2025;13:30;RETENCION CABLE;12
23/9/2025;14:00;RETENCION CABLE;5
23/9/2025;14:30;RETENCION CABLE;5
23/9/2025;15:00;RETENCION CABLE;5
23/9/2025;15:30;RETENCION CABLE;5
23/9/2025;16:00;RETENCION CABLE;4
23/9/2025;16:30;RETENCION CABLE;4
23/9/2025;17:00;RETENCION CABLE;4
23/9/2025;17:30;RETENCION CABLE;4
23/9/2025;18:00;RETENCION CABLE;4
23/9/2025;18:30;RETENCION CABLE;4
23/9/2025;19:00;RETENCION CABLE;4
23/9/2025;19:30;RETENCION CABLE;4
23/9/2025;20:00;RETENCION CABLE;5
23/9/2025;20:30;RETENCION CABLE;4
23/9/2025;21:00;RETENCION CABLE;16
23/9/2025;21:30;RETENCION CABLE;16
23/9/2025;22:00;RETENCION CABLE;0
23/9/2025;22:30;RETENCION CABLE;0
23/9/2025;23:00;RETENCION CABLE;0
23/9/2025;23:30;RETENCION CABLE;0
24/9/2025;00:00;RETENCION CABLE;0
24/9/2025;00:30;RETENCION CABLE;0
24/9/2025;01:00;RETENCION CABLE;0
24/9/2025;01:30;RETENCION CABLE;0
24/9/2025;02:00;RETENCION CABLE;0
24/9/2025;02:30;RETENCION CABLE;0
24/9/2025;03:00;RETENCION CABLE;0
24/9/2025;03:30;RETENCION CABLE;0
24/9/2025;04:00;RETENCION CABLE;0
24/9/2025;04:30;RETENCION CABLE;0
24/9/2025;05:00;RETENCION CABLE;0
24/9/2025;05:30;RETENCION CABLE;0
24/9/2025;06:00;RETENCION CABLE;0
24/9/2025;06:30;RETENCION CABLE;0
24/9/2025;07:00;RETENCION CABLE;0
24/9/2025;07:30;RETENCION CABLE;0
24/9/2025;08:00;RETENCION CABLE;9
24/9/2025;08:30;RETENCION CABLE;18
24/9/2025;09:00;RETENCION CABLE;10
24/9/2025;09:30;RETENCION CABLE;11
24/9/2025;10:00;RETENCION CABLE;11
24/9/2025;10:30;RETENCION CABLE;11
24/9/2025;11:00;RETENCION CABLE;11
24/9/2025;11:30;RETENCION CABLE;11
24/9/2025;12:00;RETENCION CABLE;11
24/9/2025;12:30;RETENCION CABLE;11
24/9/2025;13:00;RETENCION CABLE;11
24/9/2025;13:30;RETENCION CABLE;11
24/9/2025;14:00;RETENCION CABLE;6
24/9/2025;14:30;RETENCION CABLE;8
24/9/2025;15:00;RETENCION CABLE;2
24/9/2025;15:30;RETENCION CABLE;3
24/9/2025;16:00;RETENCION CABLE;5
24/9/2025;16:30;RETENCION CABLE;5
24/9/2025;17:00;RETENCION CABLE;5
24/9/2025;17:30;RETENCION CABLE;5
24/9/2025;18:00;RETENCION CABLE;5
24/9/2025;18:30;RETENCION CABLE;5
24/9/2025;19:00;RETENCION CABLE;5
24/9/2025;19:30;RETENCION CABLE;5
24/9/2025;20:00;RETENCION CABLE;6
24/9/2025;20:30;RETENCION CABLE;5
24/9/2025;21:00;RETENCION CABLE;17
24/9/2025;21:30;RETENCION CABLE;17
24/9/2025;22:00;RETENCION CABLE;0
24/9/2025;22:30;RETENCION CABLE;0
24/9/2025;23:00;RETENCION CABLE;0
24/9/2025;23:30;RETENCION CABLE;0
25/9/2025;00:00;RETENCION CABLE;0
25/9/2025;00:30;RETENCION CABLE;0
25/9/2025;01:00;RETENCION CABLE;0
25/9/2025;01:30;RETENCION CABLE;0
25/9/2025;02:00;RETENCION CABLE;0
25/9/2025;02:30;RETENCION CABLE;0
25/9/2025;03:00;RETENCION CABLE;0
25/9/2025;03:30;RETENCION CABLE;0
25/9/2025;04:00;RETENCION CABLE;0
25/9/2025;04:30;RETENCION CABLE;0
25/9/2025;05:00;RETENCION CABLE;0
25/9/2025;05:30;RETENCION CABLE;0
25/9/2025;06:00;RETENCION CABLE;0
25/9/2025;06:30;RETENCION CABLE;0
25/9/2025;07:00;RETENCION CABLE;0
25/9/2025;07:30;RETENCION CABLE;0
25/9/2025;08:00;RETENCION CABLE;9
25/9/2025;08:30;RETENCION CABLE;17
25/9/2025;09:00;RETENCION CABLE;13
25/9/2025;09:30;RETENCION CABLE;13
25/9/2025;10:00;RETENCION CABLE;13
25/9/2025;10:30;RETENCION CABLE;13
25/9/2025;11:00;RETENCION CABLE;13
25/9/2025;11:30;RETENCION CABLE;13
25/9/2025;12:00;RETENCION CABLE;13
25/9/2025;12:30;RETENCION CABLE;13
25/9/2025;13:00;RETENCION CABLE;13
25/9/2025;13:30;RETENCION CABLE;13
25/9/2025;14:00;RETENCION CABLE;8
25/9/2025;14:30;RETENCION CABLE;8
25/9/2025;15:00;RETENCION CABLE;3
25/9/2025;15:30;RETENCION CABLE;3
25/9/2025;16:00;RETENCION CABLE;3
25/9/2025;16:30;RETENCION CABLE;4
25/9/2025;17:00;RETENCION CABLE;4
25/9/2025;17:30;RETENCION CABLE;4
25/9/2025;18:00;RETENCION CABLE;4
25/9/2025;18:30;RETENCION CABLE;4
25/9/2025;19:00;RETENCION CABLE;3
25/9/2025;19:30;RETENCION CABLE;3
25/9/2025;20:00;RETENCION CABLE;4
25/9/2025;20:30;RETENCION CABLE;3
25/9/2025;21:00;RETENCION CABLE;14
25/9/2025;21:30;RETENCION CABLE;14
25/9/2025;22:00;RETENCION CABLE;0
25/9/2025;22:30;RETENCION CABLE;0
25/9/2025;23:00;RETENCION CABLE;0
25/9/2025;23:30;RETENCION CABLE;0
26/9/2025;00:00;RETENCION CABLE;0
26/9/2025;00:30;RETENCION CABLE;0
26/9/2025;01:00;RETENCION CABLE;0
26/9/2025;01:30;RETENCION CABLE;0
26/9/2025;02:00;RETENCION CABLE;0
26/9/2025;02:30;RETENCION CABLE;0
26/9/2025;03:00;RETENCION CABLE;0
26/9/2025;03:30;RETENCION CABLE;0
26/9/2025;04:00;RETENCION CABLE;0
26/9/2025;04:30;RETENCION CABLE;0
26/9/2025;05:00;RETENCION CABLE;0
26/9/2025;05:30;RETENCION CABLE;0
26/9/2025;06:00;RETENCION CABLE;0
